id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1379323110294441984,1379323110294441984,1617691230000.0,2021-04-06 14:40:30,+0800,,Piers Morgan asks Meghan to name ‘royals who rejected her requests for help after claiming she was suicidal’ » ENTERTAINMENT  https://t.co/gUFaZJmBn3,en,[],[],255786966,255786966,bondgrounded,GROUNDED PROMOTIONS℗,2,14,https://twitter.com/bondgrounded/status/1379323110294441984,['https://naijatell.com/35364/piers-morgan-asks-meghan-to-name-royals-who-rejected-her-requests-for-help-after-claiming-she-was-suicidal-entertainment/'],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379323049799864322,1379323049799864322,1617691216000.0,2021-04-06 14:40:16,+0800,,Thermodynamics why you made fever feels so suicidal. My brain cells are haywire,en,[],[],1242734204342816769,1242734204342816769,irfan_azmi12,I,2,14,https://twitter.com/irfan_azmi12/status/1379323049799864322,[],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379322884888399872,1379316911759065088,1617691176000.0,2021-04-06 14:39:36,+0800,,"@KameronBennett Depends on wym. If you’re speaking on people who just do dumb shit, that’s understandable, but if it’s in reference to suicidal people, that’s where the debate comes in. Everyone ain’t built the same &amp; everyone don’t have the same variables in their lives.",en,[],[],1373391376344350723,1373391376344350723,jxn_boy,JxnBoy,2,14,https://twitter.com/jxn_boy/status/1379322884888399872,[],[],0,,False,0,0,0,,suicidal,,,,,,,"[{'screen_name': 'KameronBennett', 'name': 'DJ Kam Bennett', 'id': '171337448'}]",,,,
1379322854811000832,1379322854811000832,1617691169000.0,2021-04-06 14:39:29,+0800,,Piers Morgan asks Meghan Markle to name ‘royals who rejected her requests for help after claiming she was suicidal’  https://t.co/MYZCx9TGMO,en,[],[],346207646,346207646,Abiola_Musbizu,itz_sure,2,14,https://twitter.com/Abiola_Musbizu/status/1379322854811000832,['https://musbizu.com.ng/2021/04/06/piers-morgan-asks-meghan-markle-to-name-royals-who-rejected-her-requests-for-help-after-claiming-she-was-suicidal/'],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379322597020684289,1379284977507041281,1617691108000.0,2021-04-06 14:38:28,+0800,,@SkyNews He said she lied about having suicidal thoughts on National television. If the majority of the British people support that then it explains why there’s a mental health crisis in this country. I wonder what he’d say if one of his kids said they felt suicidal 🤔@piersmorgan,en,[],[],1310247281359290368,1310247281359290368,jimrimski,james Rymer,2,14,https://twitter.com/jimrimski/status/1379322597020684289,[],[],0,,False,1,1,0,,suicidal,,,,,,,"[{'screen_name': 'SkyNews', 'name': 'Sky News', 'id': '7587032'}]",,,,
1379321967187263488,1379260777509613571,1617690958000.0,2021-04-06 14:35:58,+0800,,@SebGorka It is no longer a story because indications are that the killer had mental problems and suicidal thoughts which were verified by his brother and several communications he had.  It would be absolutely wrong to target the Nation of Islam.,en,[],[],1322290676,1322290676,t_james4,Thomas James,2,14,https://twitter.com/t_james4/status/1379321967187263488,[],[],0,,False,0,0,0,,suicidal,,,,,,,"[{'screen_name': 'SebGorka', 'name': 'Sebastian Gorka DrG', 'id': '2417586104'}]",,,,
1379321811507249152,1379159233627820032,1617690921000.0,2021-04-06 14:35:21,+0800,,"@WillAdamslsd @Michell69269944 @TuckerCarlson @foxnation What husband would be too ashamed to get help for his suicidal wife, especially when he gives speeches on mental health and is receiving help himself, none of it makes sense. You must be extremely gullible to believe all their lies.",en,[],[],44217526,44217526,yosshee,jon henshaw,2,14,https://twitter.com/yosshee/status/1379321811507249152,[],[],0,,False,0,1,0,,suicidal,,,,,,,"[{'screen_name': 'WillAdamslsd', 'name': 'Will Adams', 'id': '1270477668576886787'}, {'screen_name': 'Michell69269944', 'name': 'Michelle Louise', 'id': '1369392975835447296'}, {'screen_name': 'TuckerCarlson', 'name': 'Tucker Carlson', 'id': '22703645'}, {'screen_name': 'foxnation', 'name': 'Fox Nation', 'id': '37764422'}]",,,,
1379321626550935552,1379095196663574528,1617690876000.0,2021-04-06 14:34:36,+0800,,@cbseindia29 @DrRPNishank @EduMinOfIndia @ncert @PIB_India @PTI_News @AkashvaniAIR @DDNewslive @PIBHindi @AICTE_INDIA PLZZ sir help us . We are in suicidal thoughts . More than 70 % are in favour of cancel boards. Corona cases are increasing and have reached one lakhs per day. Plzz save us,en,[],[],1343905208082919426,1343905208082919426,Vaibhav83507404,Vaibhav Bhandari,2,14,https://twitter.com/Vaibhav83507404/status/1379321626550935552,[],[],0,,False,1,0,0,,suicidal,,,,,,,"[{'screen_name': 'cbseindia29', 'name': 'CBSE HQ', 'id': '961555475186688000'}, {'screen_name': 'DrRPNishank', 'name': 'Dr. Ramesh Pokhriyal Nishank', 'id': '2617066206'}, {'screen_name': 'EduMinOfIndia', 'name': 'Ministry of Education', 'id': '2574232910'}, {'screen_name': 'ncert', 'name': 'NCERT', 'id': '46863937'}, {'screen_name': 'PIB_India', 'name': 'PIB India', 'id': '231033118'}, {'screen_name': 'PTI_News', 'name': 'Press Trust of India', 'id': '245687754'}, {'screen_name': 'AkashvaniAIR', 'name': 'ALL INDIA RADIO आकाशवाणी', 'id': '575702002'}, {'screen_name': 'DDNewslive', 'name': 'DD News', 'id': '1100927498'}, {'screen_name': 'PIBHindi', 'name': 'पीआईबी हिंदी', 'id': '3000838099'}, {'screen_name': 'AICTE_INDIA', 'name': 'AICTE', 'id': '872313562684956672'}]",,,,
1379321608347643904,1379321608347643904,1617690872000.0,2021-04-06 14:34:32,+0800,,Piers Morgan asks Meghan Markle to name ‘royals who rejected her requests for help after claiming she was suicidal’  https://t.co/9sPiFhwzw3 #Entertainment #News #Video,en,"['entertainment', 'news', 'video']",[],181451403,181451403,9ja_breed,9ja Breed,2,14,https://twitter.com/9ja_breed/status/1379321608347643904,['http://dlvr.it/Rx4lqS'],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379321607613599750,1379321607613599750,1617690872000.0,2021-04-06 14:34:32,+0800,,Piers Morgan asks Meghan Markle to name ‘royals who rejected her requests for help after claiming she was suicidal’  https://t.co/TbA6Qtxkgc #Entertainment #News #Video,en,"['entertainment', 'news', 'video']",[],863764303991713792,863764303991713792,celebsocialfeed,celebsocialfeed,2,14,https://twitter.com/celebsocialfeed/status/1379321607613599750,['https://9jabreed.com/piers-morgan-asks-meghan-markle-to-name-royals-who-rejected-her-requests-for-help-after-claiming-she-was-suicidal/?utm_source=dlvr.it&utm_medium=twitter'],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379321519424339971,1379305478258298889,1617690851000.0,2021-04-06 14:34:11,+0800,,"@bethvaughan15 @JujuliaGrace @GE_1970 You don't get; do you. It's about harassment, bullying, denying, dismissal, questioning mental health issues and suicidal thoughts, which stop people getting help; especially after Piers criticised people doing the same to Caroline Flack. The Doctor doesn't want another victim.",en,[],[],969383981002186754,969383981002186754,wils326m,Will 2,2,14,https://twitter.com/wils326m/status/1379321519424339971,[],[],0,,False,2,2,1,,suicidal,,,,,,,"[{'screen_name': 'bethvaughan15', 'name': 'Beth Rosenberg 🇬🇧✡️ \U0001f7e5 #NoSafeSpaceForJewHate', 'id': '202583891'}, {'screen_name': 'JujuliaGrace', 'name': 'Dr Julia Grace Patterson💙', 'id': '1315053256343719936'}, {'screen_name': 'GE_1970', 'name': '@SAFC Fan 🤗', 'id': '1022362296503422976'}]",,,,
1379321242251980800,1379320997724086272,1617690785000.0,2021-04-06 14:33:05,+0800,,what if I was suicidal😫 what if that was my last straw 😭,en,[],[],1060376508517179392,1060376508517179392,kiranjulianna,kiran🍊,2,14,https://twitter.com/kiranjulianna/status/1379321242251980800,[],[],0,,False,1,0,0,,suicidal,,,,,,,[],,,,
1379321178502787078,1379321178502787078,1617690770000.0,2021-04-06 14:32:50,+0800,,"I have been suicidal for too long.... I have calmed down a lot in the past couple of years but after my uterus situation last year, every month since then, all I can think about is how I can’t stand it anymore &amp; I JUST WANT IT TO FUCKING END !!!!!",en,[],[],2218306189,2218306189,rainmata95,Patty Lopez,2,14,https://twitter.com/rainmata95/status/1379321178502787078,[],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379320946608115716,1379317649885159424,1617690714000.0,2021-04-06 14:31:54,+0800,,@asahivintageboy sex money feelings die slowed vers • Lykke li  tell me why i'm waiting  suicidal • YNW Melly  fuck love (ft.trippie redd) • xxxtentacion get you to the moon • kina,en,[],[],1313244155103997952,1313244155103997952,dealova_n,lova,2,14,https://twitter.com/dealova_n/status/1379320946608115716,[],[],0,,False,0,2,0,,suicidal,,,,,,,"[{'screen_name': 'asahivintageboy', 'name': 'acha🐙', 'id': '1374554175325884421'}]",,,,
1379320791217627137,1379320791217627137,1617690677000.0,2021-04-06 14:31:17,+0800,,Piers Morgan challenges Meghan Markle to name 'royals who rejected her requests for help after claiming she was suicidal’  https://t.co/TsJP2aPxbX,en,[],[],1418112536,1418112536,EmpressiveNaija,EmpressiveNaija,2,14,https://twitter.com/EmpressiveNaija/status/1379320791217627137,['https://www.empressivenaija.com/2021/04/piers-morgan-challenges-meghan-markle.html'],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379320719218249731,1379179824674131974,1617690660000.0,2021-04-06 14:31:00,+0800,,"@sarahlustne @BunnyRetuned @tuppenybunch @Faiep1982 @DailyMailUK @piersmorgan Hi Sarah, it's me again, I see you're still at it. 😅  Also save to say Meghan would have had suicidal thoughts going from a woman who was free to do whatever and go wherever to being restricted, and also having a miscarriage as well? No?",en,[],[],1369194217222922243,1369194217222922243,Slim17451471,Slim,2,14,https://twitter.com/Slim17451471/status/1379320719218249731,[],[],0,,False,0,0,0,,suicidal,,,,,,,"[{'screen_name': 'sarahlustne', 'name': 'Sarah', 'id': '1369701516618170372'}, {'screen_name': 'BunnyRetuned', 'name': 'Bugsy', 'id': '1296903716080058371'}, {'screen_name': 'tuppenybunch', 'name': 'Tuppenybunch', 'id': '69106178'}, {'screen_name': 'Faiep1982', 'name': 'Ron', 'id': '893070056'}, {'screen_name': 'DailyMailUK', 'name': 'Daily Mail U.K.', 'id': '111556423'}, {'screen_name': 'piersmorgan', 'name': 'Piers Morgan', 'id': '216299334'}]",,,,
1379320405668855813,1379320405668855813,1617690585000.0,2021-04-06 14:29:45,+0800,,grateful for the stupid shit i see and get laughs out of on this app when im literally suicidal,en,[],[],748210796564471809,748210796564471809,igotlouddd,🔊🔊🔊,2,14,https://twitter.com/igotlouddd/status/1379320405668855813,[],[],0,,False,1,0,0,,suicidal,,,,,,,[],,,,
1379320297493422086,1379320297493422086,1617690560000.0,2021-04-06 14:29:20,+0800,,I remembered was telling this dude I was at my lowest feeling really suicidal and he told me his friend’s mother passed away to comfort me 😭😭 yoo I wanted to kms even more after that,en,[],[],957283101360582661,957283101360582661,fahhhzana,f,2,14,https://twitter.com/fahhhzana/status/1379320297493422086,[],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379320048490176512,1379127101920436226,1617690500000.0,2021-04-06 14:28:20,+0800,,"@kadarkaraiy You would have never lived in TamilNadu. Seriously if I say BJP is better than DMK. DMK stood , only as show. Did they solve NEET? No right? Only Words no action. DMK is more fraud than BJP. Voting DMK is equal to suicidal. DMK is acting as they are against , it’s only a Show!!!!",en,[],[],1341140365911367680,1341140365911367680,silksmithaa,Ⱥʂ•ɦʋ,2,14,https://twitter.com/silksmithaa/status/1379320048490176512,[],[],0,,False,0,0,0,,suicidal,,,,,,,"[{'screen_name': 'kadarkaraiy', 'name': 'சிப்பி', 'id': '1317936720248213505'}]",,,,
1379319920987672576,1379319920987672576,1617690470000.0,2021-04-06 14:27:50,+0800,,"Insomnia tied to suicidal thoughts, anxiety in schizophrenics -  https://t.co/v7J7U7qSCi #britishasianews #lifestylenews #lifestyle  https://t.co/0oClItULv8",en,"['britishasianews', 'lifestylenews', 'lifestyle']",[],1044906743979859969,1044906743979859969,british_asia,British Asia News,2,14,https://twitter.com/british_asia/status/1379319920987672576,['https://zpr.io/RNzXQ'],['https://pbs.twimg.com/media/EyRUKF5XMAExy-B.jpg'],1,https://pbs.twimg.com/media/EyRUKF5XMAExy-B.jpg,False,0,0,0,,suicidal,,,,,,,[],,,,
1379319774111481856,1379319774111481856,1617690435000.0,2021-04-06 14:27:15,+0800,,People literally think about suicidal thoughts every day but no one ever notice till it’s to late check on your people 🙏🏽,en,[],[],729370403655782401,729370403655782401,urban__goddess,Nyaa❥🌸,2,14,https://twitter.com/urban__goddess/status/1379319774111481856,[],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379319716121083904,1378987033352269826,1617690421000.0,2021-04-06 14:27:01,+0800,,@boxingscene That's suicidal brudda😏,en,[],[],1025764541492277248,1025764541492277248,robinvanpolar,Richie Red 🔴,2,14,https://twitter.com/robinvanpolar/status/1379319716121083904,[],[],0,,False,0,0,0,,suicidal,,,,,,,"[{'screen_name': 'boxingscene', 'name': 'BoxingScene.com', 'id': '30336920'}]",,,,
1379319573439201280,1379319573439201280,1617690387000.0,2021-04-06 14:26:27,+0800,,Men's biggest flaws is always falling for looks over good character which ends up in heartbreaks and suicidal tendencies,en,[],[],633099604,633099604,LNtwampe,loveable,2,14,https://twitter.com/LNtwampe/status/1379319573439201280,[],[],0,,False,0,0,0,https://twitter.com/ohyeashecute/status/1379255118202335236,suicidal,,,,,,,[],,,,
1379319557169496065,1379319557169496065,1617690383000.0,2021-04-06 14:26:23,+0800,,"I hide my depression, suicidal thoughts, and anxiety behind my fake smile.",en,[],[],1378678474844602368,1378678474844602368,secrets_alisha,pain.hub.shit,2,14,https://twitter.com/secrets_alisha/status/1379319557169496065,[],[],0,,False,1,0,0,,suicidal,,,,,,,[],,,,
1379319290629910528,1379319290629910528,1617690320000.0,2021-04-06 14:25:20,+0800,,"Didn’t have time to get suicidal thoughts? WHAT THE ACTUAL FUCK? Stop the the world, I need to get off. @lindale22381726 you’ve genuinely just blown my mind and turned my stomach!",en,[],[],34706445,34706445,Ryan_Jones88,Ryan Jones,2,14,https://twitter.com/Ryan_Jones88/status/1379319290629910528,[],[],0,,False,0,0,0,https://twitter.com/lindale22381726/status/1379315504154865666,suicidal,,,,,,,[],,,,
1379319158446383105,1379319158446383105,1617690288000.0,2021-04-06 14:24:48,+0800,,"I shouldn't laugh 🤭🤭🤭 But when your locus and identity is centered on how many followers you have and you start sounding suicidal about the thought of that taken from you... Come on! Start over, if you provide quality, it'll come back bigger and better.",en,[],[],1431126601,1431126601,aayanate,Lola Bunny|| OA5 Communcations|| Switch-Up,2,14,https://twitter.com/aayanate/status/1379319158446383105,[],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379319132534026240,1379319132534026240,1617690282000.0,2021-04-06 14:24:42,+0800,,Piers Morgan demands Meghan names royals who wouldn't help her when suicidal  https://t.co/plCD70LB7G. This man is so full of himself 🤢🤮🤢🤮🤢🤮🤢,en,[],[],1362768513958617090,1362768513958617090,AWMD49105463,✈️HENK✈️,2,14,https://twitter.com/AWMD49105463/status/1379319132534026240,['https://www.thesun.co.uk/tvandshowbiz/celebrities/14554423/piers-morgan-slams-meghan-markle-explosive-tucker-carlson?utm_source=twitter&utm_medium=social&utm_campaign=sharebarweb'],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379319008399392772,1379311831240605697,1617690252000.0,2021-04-06 14:24:12,+0800,,@fightmeplebs I’ll hit you up if I ever feel suicidal,en,[],[],319101222,319101222,Abu9ala7,Mohammad,2,14,https://twitter.com/Abu9ala7/status/1379319008399392772,[],[],0,,False,5,0,0,,suicidal,,,,,,,"[{'screen_name': 'fightmeplebs', 'name': 'Cope', 'id': '28697925'}]",,,,
1379317975736582145,1379317975736582145,1617690006000.0,2021-04-06 14:20:06,+0800,,"I remember feeling depressed and suicidal and telling my then boyfriend about it expecting him to be empathetic. Little did I know that manz was narcissistic and wasn't capable of feeling empathy.  He told me, I can never think about killing myself idk what's wrong with you 🤣🤣",en,[],[],1664414281,1664414281,christine_mwagi,City Girl Bosi,2,14,https://twitter.com/christine_mwagi/status/1379317975736582145,[],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379317859004731393,1379317859004731393,1617689978000.0,2021-04-06 14:19:38,+0800,,I’ve never been more suicidal and alone then I feel right now,en,[],[],796258056023711747,796258056023711747,justxconfused,WORTHLE$$,2,14,https://twitter.com/justxconfused/status/1379317859004731393,[],[],0,,False,6,0,0,,suicidal,,,,,,,[],,,,
1379317751819476992,1379317751819476992,1617689953000.0,2021-04-06 14:19:13,+0800,,"Insomnia tied to suicidal thoughts, anxiety in schizophrenics  https://t.co/9ANMSw2nn0",en,[],[],1220033731127205888,1220033731127205888,eeKPe_in,eeKPe.com,2,14,https://twitter.com/eeKPe_in/status/1379317751819476992,['https://news.eekpe.com/insomnia-tied-to-suicidal-thoughts-anxiety-in-schizophrenics/'],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379317726057951232,1379315731678912514,1617689947000.0,2021-04-06 14:19:07,+0800,,"+ so what my point is, Mental Health and suicidal thoughts are not a JOKE and will never be a joke. Please keep up on your mind that people are barely living because of the pain and sadness they're carrying on",en,[],[],940408955670478848,940408955670478848,hoeliex,𝘻𝘦𝘢,2,14,https://twitter.com/hoeliex/status/1379317726057951232,[],[],0,,False,1,1,0,,suicidal,,,,,,,[],,,,
1379317242093953025,1379113359946231810,1617689831000.0,2021-04-06 14:17:11,+0800,,@GovLauraKelly Why don't you tell everyone how many families are now homeless credit destroyed kids becoming suicidal after losing the apartment they called him 2 times in the last 9 MO. No PUA paid since 12-26+2020. Shame on all of you. Where are the 590 u hired to help. U left us to die  https://t.co/etbt0l7tn6,en,[],[],1238157241770967048,1238157241770967048,sukieshagme1tym,weightoftheworld,2,14,https://twitter.com/sukieshagme1tym/status/1379317242093953025,[],['https://pbs.twimg.com/tweet_video_thumb/EyRRt5nXMAAO2Eq.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/EyRRt5nXMAAO2Eq.jpg,False,0,0,0,,suicidal,,,,,,,"[{'screen_name': 'GovLauraKelly', 'name': 'Governor Laura Kelly', 'id': '1040058893907513344'}]",,,,
1379317161768976384,1379106665883185154,1617689812000.0,2021-04-06 14:16:52,+0800,,"@BranJJohnson1 A lot of people are suicidal because of practical issues, nothing to do with mental health.",en,[],[],14461551,14461551,DiamonDie,Maija Haavisto,2,14,https://twitter.com/DiamonDie/status/1379317161768976384,[],[],0,,False,1,0,0,,suicidal,,,,,,,"[{'screen_name': 'BranJJohnson1', 'name': 'Brandon J. Johnson, MHS, MCHES', 'id': '1167252570370428929'}]",,,,
1379317013361856513,1379317013361856513,1617689777000.0,2021-04-06 14:16:17,+0800,,"TW: blantant mentions of s**c*de // // // // // I have never felt this suicidal in my life. And no one, literally absolutely no one, seems to care in the slightest. I’m not trying to be guilt trippy. I just feel absolutely and devastatingly alone. make it stop.",en,[],[],1325257478108491779,1325257478108491779,whistlesanbells,noelle,2,14,https://twitter.com/whistlesanbells/status/1379317013361856513,[],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379316698713575424,1379316698713575424,1617689702000.0,2021-04-06 14:15:02,+0800,,"""fuel fuel fuel, ""lizardmen,  ""aimful, ""one shot"", action, more than this, aliens, cant do  ""go go go, ""is, the ""mummies, only way,  ""zombification, of army, from radioactivit, is,   'well, its a factor, to ""push army, for suicidal bombing,",en,[],[],1378935028135104512,1378935028135104512,jakedra72251200,jake drake,2,14,https://twitter.com/jakedra72251200/status/1379316698713575424,[],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379316581713371136,1379305883180670979,1617689674000.0,2021-04-06 14:14:34,+0800,,"@Kyle841618 @UFOTORONTO This is simply something one must see for themselves, I myself didn’t believe until I was visited by one upon a prayer of desperation when suicidal, the orbs that visit us are in fact angels.",en,[],[],408791327,408791327,ET__GOD,E҉T҉ ҉G҉O҉D҉,2,14,https://twitter.com/ET__GOD/status/1379316581713371136,[],[],0,,False,2,2,0,,suicidal,,,,,,,"[{'screen_name': 'Kyle841618', 'name': 'Kyle', 'id': '2406939960'}, {'screen_name': 'UFOTORONTO', 'name': 'ufoTO🇮🇪🇨🇦', 'id': '1255305433440452609'}]",,,,
1379316347675549701,1379316347675549701,1617689618000.0,2021-04-06 14:13:38,+0800,,TW suicidal ideation   Im trying to sleep can I please stop thinking about slitting my wrists,en,[],[],1226692997196242945,1226692997196242945,mychemikcals,💀Val💀| REVENGE era,2,14,https://twitter.com/mychemikcals/status/1379316347675549701,[],[],0,,False,0,0,0,,suicidal,,,,,,,[],,,,
1379316322501201938,1379316322501201938,1617689612000.0,2021-04-06 14:13:32,+0800,,got cast as the lead in my tiny community theatre companies show... looks like the suicidal thoughts gotta be put off for the next three months,en,[],[],1298862727738187779,1298862727738187779,childishbodhino,Bo,2,14,https://twitter.com/childishbodhino/status/1379316322501201938,[],[],0,,False,2,1,0,,suicidal,,,,,,,[],,,,
